订单ID,门店城市,购买渠道,性别,年龄,购买日期,商品编号,收益总额,订单量,商品量
22983,深圳,线下,女,18,2020-09-26,No.005,81,1,1
28928,南京 ,线上,女,62,2020-09-26,No.005,99,1,1
29611,上海,线下,男,26,2020-09-22,No.005,101,1,1
46607,&nbsp南京,线下,男,44,2020-09-27,No.782,60,1,1
38059,杭州,线下,女,32,2020-09-25,No.005,201,2,2
38335,南京 ,线下,女,46,2020-09-25,No.305,199,2,2
10955,上海,线下,男,66,2020-09-26,No.305,159,2,2
34268,深圳,线下,男,68,2020-09-27,No.577,79,1,1
36492,南京,线下,女,16,2020-09-26,No.005,99,1,1
12122,深圳,线下,女,29,2020-09-22,No.343,26,1,1
39393,武汉,线下,女,46,2020-09-27,No.902,153,1,1
38523,&nbsp南京,线上,女,37,2020-09-26,No.577,179,2,2
49737,深圳,线下,女,31,2020-09-23,No.277,113,2,2
28427,杭州,线下,男,34,2020-09-25,No.906,81,2,2
51094,武汉,线上,女,20,2020-09-26,No.902,378,5,5
38489,南京 ,线下,男,36,2020-09-21,No.005,101,1,1
42130,南京 ,线上,女,34,2020-09-26,No.902,59,1,1
37845,&nbsp南京,线下,男,17,2020-09-27,No.005,203,1,2
24402,上海,线下,女,31,2020-09-26,No.277,158,2,2
35547,武汉,线上,男,49,2020-09-25,No.005,99,1,1
50321,深圳,线下,女,36,2020-09-26,No.343,40,1,1
27850,南京 ,线下,女,25,2020-09-21,No.902,451,3,3
13826,北京,线下,女,25,2020-09-21,No.005,99,1,1
33508,杭州,线下,男,37,2020-09-27,No.305,66,1,2
20421,杭州,线下,男,54,2020-09-26,No.906,40,1,1
25091,南京 ,线下,男,27,2020-09-26,No.005,101,1,1
19420,上海,线上,女,37,2020-09-22,No.005,79,2,2
27095,南京 ,线下,男,31,2020-09-23,No.782,60,1,1
34853,北 京,线下,女,21,2020-09-25,No.005,219,3,3
43602,上海,线上,女,31,2020-09-27,No.782,81,1,1
37539,杭州,线下,女,33,2020-09-22,No.906,33,1,1
31349,武汉,线上,女,22,2020-09-22,No.005,161,2,2
28835,北/京,线下,男,60,2020-09-26,No.277,55,1,1
44002,上海,线下,女,31,2020-09-26,No.902,305,3,3
50948,深圳,线下,女,28,2020-09-22,No.005,79,1,1
22671,杭州,线下,男,32,2020-09-27,No.902,302,3,3
51802,南京 ,线上,女,44,2020-09-23,No.343,49,1,1
50143,深圳,线下,女,16,2020-09-27,No.005,161,2,2
30831,杭州,线下,男,67,2020-09-23,No.305,39,1,1
13485,杭州,线下,男,60,2020-09-27,No.005,60,1,1
15924,上海,线下,男,27,2020-09-23,No.277,202,1,1
40572,深圳,线下,男,32,2020-09-21,No.305,39,1,1
13692,北 京,线下,女,30,2020-09-23,No.005,200,3,3
26004,&nbsp南京,线下,女,25,2020-09-24,No.005,99,1,1
45300,&nbsp南京,线下,女,29,2020-09-24,No.902,204,1,1
30928,杭州,线下,男,27,2020-09-22,No.005,159,1,2
41184,北/京,线下,女,38,2020-09-26,No.005,317,4,4
38420,&nbsp南京,线下,男,20,2020-09-25,No.005,100,1,1
45984,深圳,线下,男,27,2020-09-22,No.782,151,1,1
35749,南京 ,线上,女,21,2020-09-23,No.005,363,4,4
42150,杭州,线下,女,54,2020-09-24,No.277,160,1,2
36311,北/京,线下,女,40,2020-09-24,No.782,158,2,3
50407,杭州,线下,女,38,2020-09-27,No.005,80,1,1
24897,杭州,线下,女,20,2020-09-22,No.305,40,1,1
27267,武汉,线下,男,32,2020-09-22,No.343,60,1,1
30861,武汉,线上,女,31,2020-09-25,No.005,59,1,1
13712,武汉,线上,女,30,2020-09-23,No.005,199,1,2
24015,杭州,线下,女,27,2020-09-24,No.005,406,5,5
44031,&nbsp南京,线下,女,55,2020-09-25,No.577,204,1,1
32469,杭州,线下,男,34,2020-09-27,No.906,101,1,3
30720,深圳,线下,女,33,2020-09-27,No.343,19,1,1
48353,武汉,线下,男,32,2020-09-26,No.005,100,1,1
32596,北 京,线下,男,55,2020-09-24,No.277,389,4,7
50555,深圳,线下,男,16,2020-09-25,No.305,28,1,1
40802,杭州,线下,男,38,2020-09-26,No.005,39,1,1
36411,北 京,线下,男,29,2020-09-21,No.005,299,3,3
32802,深圳,线下,男,23,2020-09-22,No.005,79,1,2
40825,深圳,线下,女,27,2020-09-24,No.005,302,3,3
33101,南京 ,线下,男,29,2020-09-24,No.005,101,1,1
36093,杭州,线下,女,34,2020-09-24,No.005,80,1,1
47544,杭州,线下,男,37,2020-09-27,No.005,81,1,1
11039,杭州,线下,保密,保密,2020-09-22,No.902,49,1,1
42898,武汉,线上,男,35,2020-09-27,No.005,99,1,1
15078,武汉,线上,男,35,2020-09-27,No.305,218,4,6
49455,北/京,线下,男,27,2020-09-24,No.005,199,2,2
52362,&nbsp南京,线下,女,37,2020-09-27,No.782,409,2,2
22782,武汉,线下,女,28,2020-09-21,No.277,141,1,1
10978,南京,线下,女,45,2020-09-23,No.277,78,1,1
20684,深圳,线下,男,31,2020-09-27,No.902,158,2,2
34141,南京 ,线下,男,38,2020-09-22,No.005,357,5,6
17409,深圳,线下,女,31,2020-09-27,No.343,162,2,2
36581,北 京,线下,男,40,2020-09-23,No.005,99,1,1
21435,北 京,线下,女,48,2020-09-26,No.005,81,1,1
11100,深圳,线下,男,61,2020-09-25,No.305,67,1,2
53546,北/京,线下,女,39,2020-09-26,No.305,67,1,2
44025,南京 ,线上,女,32,2020-09-27,No.782,39,1,1
14770,&nbsp南京,线下,男,31,2020-09-27,No.005,100,1,1
53315,南京 ,线上,男,48,2020-09-24,No.005,19,1,1
35695,北京,线下,女,43,2020-09-21,No.782,401,2,2
21466,杭州,线下,男,21,2020-09-27,No.902,70,1,1
27958,杭州,线下,女,20,2020-09-26,No.005,99,1,1
39868,武汉,线上,男,26,2020-09-27,No.005,302,3,3
12973,杭州,线下,女,26,2020-09-21,No.343,56,2,3
34772,北/京,线下,女,41,2020-09-26,No.343,20,1,1
20794,北 京,线下,男,60,2020-09-24,No.005,98,1,1
43639,上海,线下,女,21,2020-09-27,No.005,499,3,5
44588,北 京,线下,女,44,2020-09-24,No.005,162,2,2
11083,南京 ,线下,女,36,2020-09-22,No.782,178,2,3
13984,深圳,线下,女,68,2020-09-22,No.782,204,1,1
29164,深圳,线下,女,54,2020-09-21,No.305,153,1,1
15235,武汉,线上,女,27,2020-09-26,No.343,80,1,3
20100,深圳,线下,女,42,2020-09-24,No.005,98,1,1
41073,深圳,线下,女,49,2020-09-27,No.902,306,2,2
23960,北/京,线下,男,28,2020-09-26,No.005,282,3,3
35692,上海,线下,男,66,2020-09-21,No.005,59,1,1
12035,&nbsp南京,线下,女,26,2020-09-24,No.782,78,2,2
26857,杭州,线下,女,54,2020-09-23,No.277,75,1,1
40114,南京 ,线上,女,39,2020-09-25,No.005,849,7,7
32790,北/京,线下,男,32,2020-09-22,No.343,27,1,1
36657,上海,线下,女,28,2020-09-23,No.005,99,1,1
35694,深圳,线下,女,32,2020-09-23,No.005,60,1,1
22389,南京 ,线上,女,36,2020-09-23,No.277,59,1,1
39541,武汉,线下,男,25,2020-09-26,No.005,101,1,1
24019,深圳,线下,女,29,2020-09-23,No.005,100,1,1
38410,武汉,线上,男,64,2020-09-27,No.005,101,1,1
24132,南京,线下,男,47,2020-09-22,No.343,18,1,1
52610,杭州,线下,男,28,2020-09-26,No.906,40,1,1
40041,南京,线下,男,67,2020-09-22,No.005,183,2,2
37545,上海,线下,女,63,2020-09-23,No.005,101,1,1
29264,深圳,线下,男,34,2020-09-22,No.277,219,1,3
40746,南京 ,线上,女,22,2020-09-21,No.277,59,1,1
19957,武汉,线上,女,25,2020-09-25,No.343,81,1,1
43885,深圳,线下,男,39,2020-09-27,No.277,196,1,1
18077,深圳,线下,女,29,2020-09-25,No.005,101,1,1
27587,北 京,线下,女,37,2020-09-26,No.343,79,1,1
37067,武汉,线上,女,36,2020-09-27,No.305,19,1,1
19125,杭州,线下,男,23,2020-09-21,No.277,409,2,2
35320,杭州,线下,女,30,2020-09-25,No.005,157,1,2
39822,南京 ,线下,男,36,2020-09-26,No.277,454,6,8
20438,武汉,线下,男,31,2020-09-26,No.782,198,1,1
38673,北 京,线下,男,27,2020-09-27,No.005,202,1,1
10306,&nbsp南京,线下,男,35,2020-09-26,No.005,161,2,2
14093,深圳,线下,男,21,2020-09-26,No.005,99,1,1
54415,深圳,线下,男,55,2020-09-23,No.005,100,1,1
36976,上海,线下,女,37,2020-09-25,No.902,137,2,2
15796,上海,线下,女,35,2020-09-23,No.277,153,1,1
22729,武汉,线上,女,29,2020-09-24,No.277,56,1,1
34576,上海,线下,男,31,2020-09-24,No.902,199,1,2
18018,杭州,线下,女,30,2020-09-25,No.005,100,1,1
13999,深圳,线下,女,27,2020-09-21,No.005,203,2,2
48927,武汉,线下,男,27,2020-09-26,No.005,199,2,2
16734,&nbsp南京,线下,女,42,2020-09-26,No.173,151,1,1
26715,上海,线下,男,37,2020-09-27,No.343,40,1,2
40726,南京 ,线下,男,48,2020-09-23,No.277,79,1,1
18213,上海,线上,女,38,2020-09-26,No.005,80,1,1
41413,南京 ,线下,女,32,2020-09-26,No.005,807,2,8
14842,&nbsp南京,线下,男,32,2020-09-27,No.906,40,1,1
46251,武汉,线上,男,30,2020-09-27,No.906,80,2,2
34205,北/京,线下,男,25,2020-09-22,No.906,41,1,1
39337,杭州,线下,女,69,2020-09-25,No.005,60,1,1
14646,深圳,线下,男,23,2020-09-23,No.005,199,2,2
54262,深圳,线下,女,67,2020-09-27,No.902,162,2,2
15095,上海,线下,女,39,2020-09-24,No.906,40,1,1
25410,北/京,线下,女,39,2020-09-26,No.005,100,1,1
37981,北/京,线下,女,68,2020-09-24,No.005,80,1,1
42927,&nbsp南京,线下,女,33,2020-09-25,No.005,100,1,1
41869,上海,线下,男,60,2020-09-24,No.782,351,2,2
29717,&nbsp南京,线下,女,38,2020-09-26,No.902,81,1,1
41476,杭州,线下,女,47,2020-09-26,No.005,201,2,2
29245,武汉,线上,女,26,2020-09-22,No.005,407,4,4
45284,&nbsp南京,线上,女,28,2020-09-26,No.906,119,1,3
25980,武汉,线上,女,27,2020-09-26,No.005,159,2,2
21414,北京,线下,女,35,2020-09-26,No.005,140,2,2
50918,杭州,线下,男,20,2020-09-27,No.005,79,1,1
16861,北/京,线下,男,50,2020-09-27,No.343,39,1,2
48143,杭州,线下,女,28,2020-09-27,No.005,79,1,1
39534,武汉,线上,女,57,2020-09-23,No.277,2497,15,15
16332,杭州,线下,女,45,2020-09-23,No.005,60,1,1
51305,深圳,线下,女,29,2020-09-27,No.343,81,1,1
26700,杭州,线下,女,39,2020-09-22,No.005,99,1,1
29896,北/京,线下,女,28,2020-09-25,No.005,80,1,1
41826,杭州,线下,女,22,2020-09-26,No.902,460,2,3
14293,杭州,线下,男,34,2020-09-22,No.906,73,2,2
25266,北/京,线下,男,34,2020-09-22,No.005,99,1,1
10746,深圳,线下,女,38,2020-09-25,No.277,98,1,2
40656,北 京,线下,男,22,2020-09-27,No.305,80,1,2
21384,武汉,线上,女,27,2020-09-22,No.005,382,5,5
32231,杭州,线下,女,46,2020-09-24,No.277,199,1,1
47280,杭州,线下,女,29,2020-09-27,No.005,509,5,5
34137,&nbsp南京,线下,女,23,2020-09-27,No.906,33,1,1
20018,杭州,线下,男,34,2020-09-23,No.277,125,1,1
38570,杭州,线下,男,23,2020-09-22,No.005,99,1,1
14030,上海,线下,女,34,2020-09-27,No.906,39,1,1
42558,杭州,线下,女,33,2020-09-24,No.902,204,1,1
44870,深圳,线下,男,47,2020-09-27,No.305,39,1,1
45732,南京 ,线上,女,37,2020-09-27,No.005,100,1,1
53939,武汉,线下,女,30,2020-09-26,No.277,162,2,2
35095,南京 ,线上,女,29,2020-09-23,No.005,97,1,1
49332,武汉,线下,女,28,2020-09-26,No.343,79,1,1
22025,深圳,线下,女,45,2020-09-25,No.902,80,1,1
40954,深圳,线下,男,28,2020-09-23,No.005,80,1,1
40516,北京,线下,女,31,2020-09-22,No.343,382,5,5
41879,深圳,线下,男,28,2020-09-21,No.277,150,1,1
46856,深圳,线下,男,18,2020-09-23,No.005,81,1,1
48467,北/京,线下,女,38,2020-09-26,No.005,121,2,2
49670,北/京,线下,男,23,2020-09-24,No.906,80,2,2
30025,深圳,线下,男,21,2020-09-27,No.902,99,1,1
37635,北 京,线下,女,19,2020-09-22,No.005,99,1,1
23192,杭州,线下,女,36,2020-09-27,No.005,399,3,4
32297,南京 ,线上,女,35,2020-09-23,No.782,39,1,1
12517,杭州,线下,男,28,2020-09-26,No.005,302,3,3
13412,上海,线下,女,32,2020-09-26,No.902,100,1,1
15595,上海,线下,女,30,2020-09-26,No.782,1673,9,9
40827,上海,线上,女,50,2020-09-22,No.782,158,2,3
39650,杭州,线下,女,23,2020-09-26,No.902,910,10,13
34204,杭州,线下,女,34,2020-09-26,No.005,239,3,3
19296,北京,线下,男,27,2020-09-23,No.005,119,2,3
16179,武汉,线下,男,38,2020-09-25,No.005,140,2,2
25529,深圳,线下,女,32,2020-09-25,No.782,19,1,1
48405,&nbsp南京,线下,女,20,2020-09-27,No.005,203,2,2
21272,深圳,线下,女,23,2020-09-26,No.005,264,3,3
51476,杭州,线下,女,25,2020-09-25,No.343,78,4,4
37024,深圳,线下,男,22,2020-09-23,No.305,27,1,1
27059,北/京,线下,女,28,2020-09-27,No.005,59,1,1
25954,杭州,线下,男,27,2020-09-26,No.005,80,1,1
31401,杭州,线下,男,34,2020-09-27,No.005,121,1,2
33348,上海,线上,男,28,2020-09-23,No.902,611,5,6
52246,深圳,线下,男,31,2020-09-26,No.902,150,1,1
51750,深圳,线下,女,24,2020-09-26,No.005,79,1,1
46291,武汉,线下,女,53,2020-09-24,No.173,200,1,1
50627,深圳,线下,女,29,2020-09-26,No.343,49,1,1
51656,北/京,线下,男,23,2020-09-26,No.005,80,1,1
22262,南京,线下,男,61,2020-09-27,No.902,524,5,6
33357,深圳,线下,女,34,2020-09-26,No.277,138,2,2
36336,深圳,线下,男,65,2020-09-26,No.005,183,2,2
40338,北/京,线下,女,23,2020-09-21,No.005,99,1,1
23343,&nbsp南京,线下,女,36,2020-09-22,No.305,153,1,1
21913,上海,线下,男,61,2020-09-25,No.005,101,1,1
21983,深圳,线下,男,31,2020-09-26,No.005,100,1,1
28435,杭州,线下,男,38,2020-09-25,No.005,79,1,1
38510,上海,线下,女,43,2020-09-25,No.277,57,1,1
33722,杭州,线下,女,18,2020-09-26,No.005,79,1,1
48285,&nbsp南京,线下,男,61,2020-09-26,No.005,150,1,1
51849,杭州,线下,女,42,2020-09-24,No.277,119,1,2
15560,深圳,线下,女,34,2020-09-27,No.906,39,1,1
21735,北京,线下,女,24,2020-09-22,No.906,33,1,1
18187,南京 ,线上,女,34,2020-09-26,No.782,60,1,1
48705,南京 ,线上,女,40,2020-09-22,No.005,81,1,1
34842,武汉,线上,女,29,2020-09-21,No.005,80,1,1
53421,杭州,线下,男,27,2020-09-21,No.005,599,5,6
43441,深圳,线下,女,29,2020-09-26,No.277,153,1,1
31090,&nbsp南京,线下,女,27,2020-09-23,No.005,59,1,1
15130,深圳,线下,男,26,2020-09-26,No.005,79,1,1
48418,武汉,线上,女,25,2020-09-21,No.005,81,1,1
40123,上海,线下,女,25,2020-09-27,No.902,679,7,7
22471,南京 ,线上,女,26,2020-09-26,No.005,203,2,2
18110,北/京,线下,女,20,2020-09-25,No.343,80,1,1
43227,北 京,线下,女,28,2020-09-26,No.173,204,1,1
19433,深圳,线下,女,56,2020-09-27,No.005,76,1,1
13421,深圳,线下,女,36,2020-09-26,No.906,40,1,1
10907,深圳,线下,保密,保密,2020-09-25,No.005,81,1,1
51628,南京 ,线上,男,26,2020-09-26,No.005,153,1,1
48387,深圳,线下,女,56,2020-09-21,No.343,26,1,1
47109,&nbsp南京,线下,男,24,2020-09-22,No.782,151,1,1
32410,北/京,线下,男,23,2020-09-25,No.782,60,1,1
28430,上海,线下,女,34,2020-09-27,No.902,199,2,2
30747,杭州,线下,男,31,2020-09-26,No.902,299,3,3
22273,上海,线下,女,35,2020-09-27,No.005,79,1,1
24116,南京 ,线上,男,30,2020-09-25,No.343,127,3,5
15994,武汉,线上,女,39,2020-09-26,No.782,405,2,2
24287,杭州,线下,女,27,2020-09-25,No.005,162,2,2
28235,南京,线下,男,19,2020-09-25,No.906,40,1,1
41333,北 京,线下,女,31,2020-09-27,No.906,40,1,1
26357,北/京,线下,男,20,2020-09-22,No.173,256,1,1
42721,深圳,线下,男,33,2020-09-27,No.343,58,3,3
53408,上海,线下,女,20,2020-09-27,No.005,120,1,2
21915,南京 ,线下,女,37,2020-09-27,No.005,81,1,1
42984,深圳,线下,男,30,2020-09-26,No.277,253,3,4
41672,杭州,线下,男,60,2020-09-23,No.305,33,1,1
43077,上海,线下,男,34,2020-09-25,No.005,325,4,4
52993,杭州,线下,女,19,2020-09-25,No.005,119,1,2
32229,北 京,线下,女,33,2020-09-26,No.343,50,1,1
21399,武汉,线下,女,44,2020-09-25,No.782,40,1,1
35416,上海,线下,男,22,2020-09-24,No.005,59,1,1
54034,武汉,线下,女,21,2020-09-25,No.343,80,1,1
11417,深圳,线下,男,31,2020-09-25,No.005,99,1,1
21912,南京,线下,男,20,2020-09-26,No.005,81,1,1
35949,北 京,线下,女,30,2020-09-26,No.277,80,1,1
36695,北/京,线下,女,32,2020-09-26,No.005,99,1,1
34119,北京,线下,女,22,2020-09-23,No.343,239,3,3
21582,南京,线下,男,20,2020-09-26,No.902,541,3,4
40412,&nbsp南京,线下,男,28,2020-09-25,No.005,59,1,1
31846,深圳,线下,女,20,2020-09-27,No.005,101,1,1
27470,上海,线下,男,60,2020-09-23,No.005,101,1,1
24324,深圳,线下,女,32,2020-09-24,No.577,401,2,2
19921,武汉,线下,女,26,2020-09-27,No.005,203,1,2
46193,深圳,线下,男,33,2020-09-26,No.005,279,3,3
22881,杭州,线下,女,20,2020-09-26,No.005,611,5,6
52692,武汉,线上,女,35,2020-09-25,No.005,305,3,3
40642,北/京,线下,女,47,2020-09-26,No.906,33,1,1
10361,南京 ,线上,女,58,2020-09-27,No.005,99,1,1
45450,&nbsp南京,线下,男,61,2020-09-26,No.782,19,1,1
13995,上海,线下,女,44,2020-09-26,No.906,40,1,1
22643,上海,线下,女,32,2020-09-22,No.343,52,1,2
46401,杭州,线下,男,34,2020-09-22,No.005,80,1,1
25316,武汉,线下,女,42,2020-09-27,No.343,81,2,4
21183,深圳,线下,男,17,2020-09-26,No.005,99,1,1
15194,武汉,线下,女,29,2020-09-26,No.906,39,1,1
24501,深圳,线下,女,46,2020-09-23,No.005,60,1,1
26894,武汉,线上,女,35,2020-09-23,No.782,60,1,1
21616,深圳,线下,女,34,2020-09-25,No.902,3213,40,45
47550,北 京,线下,男,27,2020-09-26,No.906,41,1,1
23341,北/京,线下,女,20,2020-09-22,No.005,99,1,1
52892,上海,线下,女,25,2020-09-25,No.005,100,1,1
52187,深圳,线下,男,33,2020-09-25,No.173,452,2,2
45930,杭州,线下,女,64,2020-09-25,No.305,200,1,1
14918,杭州,线下,女,36,2020-09-22,No.902,614,3,3
54367,深圳,线下,女,29,2020-09-25,No.782,59,1,1
38446,&nbsp南京,线下,女,38,2020-09-26,No.005,59,1,1
47169,北/京,线下,女,31,2020-09-25,No.005,60,1,1
27403,杭州,线下,男,27,2020-09-26,No.277,79,1,1
19370,北 京,线上,女,26,2020-09-27,No.005,60,1,1
27929,武汉,线上,女,26,2020-09-22,No.782,563,3,3
33152,深圳,线下,男,20,2020-09-25,No.005,55,1,1
34801,杭州,线下,女,31,2020-09-25,No.005,59,1,1
24852,北 京,线下,女,49,2020-09-23,No.906,71,2,2
30348,北/京,线下,女,37,2020-09-26,No.005,99,1,1
16334,杭州,线下,女,20,2020-09-23,No.005,60,1,1
47851,北/京,线下,女,33,2020-09-22,No.277,58,1,1
46267,&nbsp南京,线下,女,20,2020-09-24,No.005,434,4,6
36610,&nbsp南京,线下,女,49,2020-09-22,No.277,232,1,3
50157,杭州,线下,男,23,2020-09-22,No.005,101,1,1
46191,杭州,线下,男,60,2020-09-26,No.305,201,2,2
43926,武汉,线下,女,30,2020-09-25,No.005,76,1,1
30015,杭州,线下,女,39,2020-09-26,No.005,101,1,1
35198,深圳,线下,男,37,2020-09-23,No.902,263,3,4
28896,上海,线下,女,40,2020-09-24,No.902,396,4,5
45863,深圳,线下,女,29,2020-09-27,No.005,79,1,1
45234,杭州,线下,女,31,2020-09-26,No.782,100,2,2
12004,杭州,线下,女,62,2020-09-26,No.005,59,1,1
10989,杭州,线下,男,65,2020-09-23,No.782,101,1,1
17775,北京,线下,男,67,2020-09-22,No.343,90,2,2
22385,南京 ,线下,男,58,2020-09-22,No.005,78,1,1
20616,北 京,线下,女,46,2020-09-22,No.005,60,1,1
45541,北京,线下,女,32,2020-09-26,No.902,200,1,1
14810,上海,线下,女,23,2020-09-25,No.277,75,1,1
48935,&nbsp南京,线下,女,26,2020-09-27,No.005,80,1,1
31298,&nbsp南京,线下,女,39,2020-09-25,No.005,304,4,4
14573,南京,线下,女,30,2020-09-25,No.902,2201,9,11
31353,深圳,线下,女,37,2020-09-22,No.005,81,1,1
26229,杭州,线下,保密,保密,2020-09-21,No.782,39,1,1
32470,深圳,线下,女,28,2020-09-26,No.343,19,1,1
41666,上海,线下,女,26,2020-09-27,No.173,199,1,1
42326,深圳,线下,女,24,2020-09-27,No.906,40,1,1
39296,杭州,线下,女,44,2020-09-24,No.277,604,3,3
25775,南京,线下,男,26,2020-09-24,No.005,199,1,2
31202,杭州,线下,女,36,2020-09-22,No.005,399,1,4
31940,南京 ,线下,女,39,2020-09-23,No.782,39,1,1
26780,&nbsp南京,线下,男,24,2020-09-26,No.305,653,2,3
45355,深圳,线下,女,49,2020-09-26,No.005,101,1,1
27861,&nbsp南京,线下,女,30,2020-09-22,No.005,40,1,1
50514,北/京,线下,女,36,2020-09-26,No.305,38,1,1
45479,&nbsp南京,线下,男,35,2020-09-27,No.005,81,1,1
31218,杭州,线下,女,34,2020-09-23,No.005,611,5,6
29422,北 京,线上,女,41,2020-09-27,No.005,59,1,1
34186,上海,线下,男,67,2020-09-21,No.005,197,4,4
46769,武汉,线下,女,41,2020-09-25,No.906,33,1,1
47024,武汉,线下,男,27,2020-09-25,No.343,27,1,1
31056,北/京,线下,男,34,2020-09-23,No.005,305,3,3
29851,北/京,线下,男,30,2020-09-25,No.005,101,1,1
40468,杭州,线下,男,29,2020-09-25,No.005,79,1,1
38692,武汉,线下,女,43,2020-09-26,No.005,58,1,1
40536,北/京,线下,男,33,2020-09-26,No.782,59,1,1
33690,北/京,线下,男,30,2020-09-27,No.277,80,1,1
41453,北/京,线下,女,40,2020-09-23,No.343,139,2,2
49137,上海,线下,女,52,2020-09-23,No.005,713,4,7
33863,上海,线下,女,39,2020-09-26,No.005,244,3,3
36519,武汉,线上,男,22,2020-09-27,No.277,116,2,2
44225,杭州,线下,男,18,2020-09-26,No.005,99,1,1
17750,杭州,线下,女,32,2020-09-22,No.005,40,1,1
22976,北 京,线下,男,28,2020-09-27,No.005,101,1,1
37919,深圳,线下,女,21,2020-09-25,No.577,563,3,3
25609,武汉,线上,男,33,2020-09-23,No.305,78,2,2
24996,杭州,线下,女,44,2020-09-25,No.005,78,1,1
39793,上海,线下,男,67,2020-09-22,No.005,317,3,4
51624,武汉,线下,男,21,2020-09-26,No.906,134,3,4
12818,深圳,线下,女,59,2020-09-23,No.005,79,1,1
20485,&nbsp南京,线下,男,23,2020-09-27,No.005,201,2,2
15093,上海,线下,女,23,2020-09-26,No.005,79,2,2
35797,杭州,线下,男,18,2020-09-26,No.005,60,1,1
50373,武汉,线下,女,24,2020-09-24,No.005,81,1,1
40982,上海,线上,女,18,2020-09-24,No.902,81,1,1
45271,上海,线下,男,42,2020-09-22,No.277,79,1,1
13390,武汉,线下,女,49,2020-09-26,No.005,80,1,1
45206,武汉,线上,男,44,2020-09-24,No.005,101,1,1
41516,杭州,线下,男,61,2020-09-24,No.005,80,1,1
52214,杭州,线下,男,63,2020-09-23,No.906,40,1,1
37592,杭州,线下,男,27,2020-09-23,No.005,276,3,3
36721,深圳,线下,女,20,2020-09-22,No.005,79,1,1
24680,深圳,线下,女,49,2020-09-22,No.277,80,1,1
14394,杭州,线下,男,34,2020-09-23,No.005,40,1,1
17269,北京,线下,男,34,2020-09-27,No.277,79,1,1
48463,上海,线下,男,28,2020-09-24,No.343,60,1,3
44249,杭州,线下,男,32,2020-09-26,No.906,121,2,3
28535,深圳,线下,女,27,2020-09-24,No.005,162,2,2
25835,深圳,线下,女,24,2020-09-21,No.005,883,5,5
37137,北/京,线下,男,26,2020-09-26,No.005,101,1,1
28601,武汉,线上,女,39,2020-09-26,No.902,60,1,1
46494,深圳,线下,女,40,2020-09-25,No.343,40,1,1
46980,深圳,线下,女,30,2020-09-22,No.005,60,1,1
